Model,Params,Data,Test F1,Train F1,Test Accuracy,Train Accuracy,Test Loss,Train Loss,Lambda1,Lambda2,Max Iter,Gamma,Batch Size,Plotting,Log,Polynomial,Data Split Y,Data Split X,Threshold
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 1, (3, 3)]",train_data_full.npy,0.42718292,0.57741667,0.88241412,0.81588792,0.28321748,0.38680034,0.01,0.1,1000,0.05,1028,False,False,1,3,3,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 1, (1, 2)]",train_data_full.npy,0.37490097,0.78800368,0.76514823,0.78366722,0.47466577,0.45960327,0.01,0.1,1000,0.05,1028,False,False,1,1,2,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 1, (2, 2)]",train_data_full.npy,0.4213767,0.66825121,0.848133,0.79039436,0.33949173,0.43251422,0.01,0.1,1000,0.05,1028,False,False,1,2,2,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 1, (3, 2)]",train_data_full.npy,0.42746731,0.57811584,0.88162556,0.8155626,0.28421298,0.38723394,0.01,0.1,1000,0.05,1028,False,False,1,3,2,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 1, (2, 3)]",train_data_full.npy,0.42316572,0.66798398,0.84996914,0.79125779,0.33633701,0.43111027,0.01,0.1,1000,0.05,1028,False,False,1,2,3,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 3, (4, 2)]",train_data_full.npy,0.41378686,0.50741125,0.89727473,0.83892866,0.25871328,0.34909162,0.01,0.1,1000,0.05,1028,False,False,3,4,2,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 3, (3, 3)]",train_data_full.npy,0.42666999,0.57465924,0.88325219,0.81570099,0.28470951,0.38730929,0.01,0.1,1000,0.05,1028,False,False,3,3,3,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 3, (1, 2)]",train_data_full.npy,0.37304456,0.78825033,0.76286256,0.78332455,0.48067781,0.46109645,0.01,0.1,1000,0.05,1028,False,False,3,1,2,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 3, (2, 2)]",train_data_full.npy,0.41913901,0.67687036,0.84224361,0.7921555,0.35407293,0.4323339,0.01,0.1,1000,0.05,1028,False,False,3,2,2,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 3, (3, 2)]",train_data_full.npy,0.42809888,0.58542518,0.87824659,0.81534432,0.29071718,0.38781382,0.01,0.1,1000,0.05,1028,False,False,3,3,2,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 3, (2, 3)]",train_data_full.npy,0.42134428,0.67428097,0.84537115,0.79204004,0.34735035,0.43116737,0.01,0.1,1000,0.05,1028,False,False,3,2,3,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 5, (4, 2)]",train_data_full.npy,0.40950154,0.50667008,0.89607857,0.83823941,0.26789496,0.35268474,0.01,0.1,1000,0.05,1028,False,False,5,4,2,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 5, (3, 3)]",train_data_full.npy,0.42662651,0.58547982,0.87770565,0.8153776,0.29656323,0.38968195,0.01,0.1,1000,0.05,1028,False,False,5,3,3,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 5, (1, 2)]",train_data_full.npy,0.37352467,0.7883111,0.76324351,0.78371285,0.48251623,0.46047289,0.01,0.1,1000,0.05,1028,False,False,5,1,2,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 5, (2, 2)]",train_data_full.npy,0.41635232,0.68048154,0.83739419,0.79198112,0.36466186,0.4340138,0.01,0.1,1000,0.05,1028,False,False,5,2,2,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 5, (3, 2)]",train_data_full.npy,0.42691787,0.58959986,0.8761095,0.81583037,0.30151749,0.3902218,0.01,0.1,1000,0.05,1028,False,False,5,3,2,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 5, (2, 3)]",train_data_full.npy,0.41819866,0.67976197,0.84015603,0.79294061,0.35924476,0.43340235,0.01,0.1,1000,0.05,1028,False,False,5,2,3,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 1, (4, 2)]",train_data_full.npy,0.41200604,0.50388397,0.89723663,0.83802367,0.25820448,0.34975995,0.01,0.0,1000,0.05,1028,False,False,1,4,2,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 1, (3, 3)]",train_data_full.npy,0.42698899,0.57761234,0.88232269,0.81586946,0.2832254,0.38673285,0.01,0.0,1000,0.05,1028,False,False,1,3,3,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 1, (1, 2)]",train_data_full.npy,0.37565049,0.78775222,0.76560536,0.78343378,0.47515811,0.46037174,0.01,0.0,1000,0.05,1028,False,False,1,1,2,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 1, (2, 2)]",train_data_full.npy,0.42211108,0.66828239,0.84876155,0.79080042,0.33899189,0.43175217,0.01,0.0,1000,0.05,1028,False,False,1,2,2,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 1, (3, 2)]",train_data_full.npy,0.42713209,0.57840508,0.88140081,0.81557628,0.28422904,0.38716945,0.01,0.0,1000,0.05,1028,False,False,1,3,2,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 1, (2, 3)]",train_data_full.npy,0.42312916,0.66845779,0.84993486,0.7914455,0.3363307,0.4310563,0.01,0.0,1000,0.05,1028,False,False,1,2,3,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 3, (4, 2)]",train_data_full.npy,0.4122373,0.50565732,0.89735473,0.83867429,0.260744,0.3502585,0.01,0.0,1000,0.05,1028,False,False,3,4,2,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 3, (3, 3)]",train_data_full.npy,0.42772559,0.58274661,0.88039511,0.8164183,0.28830362,0.38691869,0.01,0.0,1000,0.05,1028,False,False,3,3,3,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 3, (1, 2)]",train_data_full.npy,0.37431941,0.78873615,0.76331589,0.78424206,0.47981704,0.4588359,0.01,0.0,1000,0.05,1028,False,False,3,1,2,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 3, (2, 2)]",train_data_full.npy,0.41851118,0.67921321,0.83969509,0.79208949,0.35731468,0.43231622,0.01,0.0,1000,0.05,1028,False,False,3,2,2,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 3, (3, 2)]",train_data_full.npy,0.42528853,0.58473389,0.87751899,0.81490687,0.29558371,0.38913854,0.01,0.0,1000,0.05,1028,False,False,3,3,2,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 3, (2, 3)]",train_data_full.npy,0.42339296,0.67239456,0.84775205,0.79213731,0.34335662,0.43087307,0.01,0.0,1000,0.05,1028,False,False,3,2,3,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 5, (4, 2)]",train_data_full.npy,0.41707453,0.5261199,0.89080631,0.83809919,0.27492576,0.35409144,0.01,0.0,1000,0.05,1028,False,False,5,4,2,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 5, (3, 3)]",train_data_full.npy,0.4272366,0.59084026,0.87554951,0.8154098,0.30298659,0.39088913,0.01,0.0,1000,0.05,1028,False,False,5,3,3,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 5, (1, 2)]",train_data_full.npy,0.37339489,0.7862377,0.76443967,0.78190799,0.48279719,0.46247456,0.01,0.0,1000,0.05,1028,False,False,5,1,2,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 5, (2, 2)]",train_data_full.npy,0.41650391,0.67897789,0.8378818,0.79143225,0.36452484,0.43452927,0.01,0.0,1000,0.05,1028,False,False,5,2,2,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 5, (3, 2)]",train_data_full.npy,0.42728552,0.59220232,0.87452858,0.81523798,0.30150425,0.38990111,0.01,0.0,1000,0.05,1028,False,False,5,3,2,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 5, (2, 3)]",train_data_full.npy,0.4155492,0.68093799,0.83677325,0.79198227,0.36438455,0.43393154,0.01,0.0,1000,0.05,1028,False,False,5,2,3,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 1, (4, 2)]",train_data_full.npy,0.3986233,0.48042982,0.89981562,0.83613068,0.26227737,0.35497255,0.0,5.0,1000,0.05,1028,False,False,1,4,2,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 1, (3, 3)]",train_data_full.npy,0.42322165,0.56210727,0.88545024,0.81352619,0.28811177,0.39199128,0.0,5.0,1000,0.05,1028,False,False,1,3,3,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 1, (1, 2)]",train_data_full.npy,0.37140181,0.78786137,0.75902265,0.781881,0.48294951,0.4650222,0.0,5.0,1000,0.05,1028,False,False,1,1,2,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 1, (2, 2)]",train_data_full.npy,0.42229922,0.66430894,0.84913488,0.78895079,0.34360055,0.43666383,0.0,5.0,1000,0.05,1028,False,False,1,2,2,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 1, (3, 2)]",train_data_full.npy,0.42343624,0.5632801,0.88503501,0.81350526,0.28866583,0.39237325,0.0,5.0,1000,0.05,1028,False,False,1,3,2,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 1, (2, 3)]",train_data_full.npy,0.4239165,0.66109356,0.85189291,0.7888439,0.34110881,0.43589503,0.0,5.0,1000,0.05,1028,False,False,1,2,3,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 3, (4, 2)]",train_data_full.npy,0.39381154,0.46752193,0.90260032,0.83616977,0.26192487,0.35608214,0.0,5.0,1000,0.05,1028,False,False,3,4,2,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 3, (3, 3)]",train_data_full.npy,0.42197511,0.55833894,0.88663497,0.81344548,0.28838311,0.39272893,0.0,5.0,1000,0.05,1028,False,False,3,3,3,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 3, (1, 2)]",train_data_full.npy,0.37106941,0.78844793,0.75826838,0.78277829,0.48630668,0.46322403,0.0,5.0,1000,0.05,1028,False,False,3,1,2,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 3, (2, 2)]",train_data_full.npy,0.41963905,0.67000239,0.84456355,0.78986205,0.35393883,0.43619486,0.0,5.0,1000,0.05,1028,False,False,3,2,2,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 3, (3, 2)]",train_data_full.npy,0.42349164,0.56209148,0.88520262,0.81316089,0.28999865,0.39274889,0.0,5.0,1000,0.05,1028,False,False,3,3,2,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 3, (2, 3)]",train_data_full.npy,0.42148026,0.66791958,0.84807585,0.79051077,0.34877812,0.43647561,0.0,5.0,1000,0.05,1028,False,False,3,2,3,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 5, (4, 2)]",train_data_full.npy,0.4048274,0.49340638,0.8967795,0.83571356,0.27231208,0.3583456,0.0,5.0,1000,0.05,1028,False,False,5,4,2,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 5, (3, 3)]",train_data_full.npy,0.42260242,0.55719956,0.88687116,0.8132416,0.29530346,0.3956338,0.0,5.0,1000,0.05,1028,False,False,5,3,3,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 5, (1, 2)]",train_data_full.npy,0.37208574,0.78690303,0.76101118,0.78174706,0.4843045,0.46423391,0.0,5.0,1000,0.05,1028,False,False,5,1,2,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 5, (2, 2)]",train_data_full.npy,0.41933157,0.66965329,0.84396166,0.78937567,0.35811568,0.43829313,0.0,5.0,1000,0.05,1028,False,False,5,2,2,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 5, (3, 2)]",train_data_full.npy,0.42301395,0.57243409,0.88099701,0.81358522,0.30106498,0.39582139,0.0,5.0,1000,0.05,1028,False,False,5,3,2,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 5, (2, 3)]",train_data_full.npy,0.41921936,0.67197118,0.84287978,0.79022487,0.36211261,0.43968567,0.0,5.0,1000,0.05,1028,False,False,5,2,3,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 1, (4, 2)]",train_data_full.npy,0.40891949,0.4984832,0.89805947,0.8375324,0.25847472,0.35064748,0.0,1.0,1000,0.05,1028,False,False,1,4,2,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 1, (3, 3)]",train_data_full.npy,0.42683959,0.5736592,0.88327124,0.81533924,0.28362159,0.38774257,0.0,1.0,1000,0.05,1028,False,False,1,3,3,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 1, (1, 2)]",train_data_full.npy,0.37456777,0.78789916,0.76348731,0.7827971,0.47720452,0.46166295,0.0,1.0,1000,0.05,1028,False,False,1,1,2,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 1, (2, 2)]",train_data_full.npy,0.42345751,0.66701814,0.85005676,0.79065926,0.33685271,0.43214005,0.0,1.0,1000,0.05,1028,False,False,1,2,2,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 1, (3, 2)]",train_data_full.npy,0.42781977,0.57376871,0.88277982,0.81483349,0.28450116,0.38807821,0.0,1.0,1000,0.05,1028,False,False,1,3,2,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 1, (2, 3)]",train_data_full.npy,0.42410263,0.66590325,0.85123388,0.79080728,0.33546434,0.43165901,0.0,1.0,1000,0.05,1028,False,False,1,2,3,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 3, (4, 2)]",train_data_full.npy,0.40974617,0.49940473,0.89885945,0.8385674,0.25923467,0.35052099,0.0,1.0,1000,0.05,1028,False,False,3,4,2,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 3, (3, 3)]",train_data_full.npy,0.42810246,0.58140672,0.88060463,0.81605178,0.28936725,0.38817427,0.0,1.0,1000,0.05,1028,False,False,3,3,3,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 3, (1, 2)]",train_data_full.npy,0.37383077,0.78822999,0.76372731,0.78359885,0.47873166,0.46139987,0.0,1.0,1000,0.05,1028,False,False,3,1,2,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 3, (2, 2)]",train_data_full.npy,0.42125147,0.67243085,0.84611018,0.79166144,0.34839149,0.43212679,0.0,1.0,1000,0.05,1028,False,False,3,2,2,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 3, (3, 2)]",train_data_full.npy,0.42725037,0.57712461,0.88216269,0.81554796,0.29103485,0.38937615,0.0,1.0,1000,0.05,1028,False,False,3,3,2,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 3, (2, 3)]",train_data_full.npy,0.42059144,0.67436668,0.84347405,0.79149785,0.35068332,0.4323277,0.0,1.0,1000,0.05,1028,False,False,3,2,3,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 5, (4, 2)]",train_data_full.npy,0.4132844,0.51594117,0.89280245,0.83750808,0.27411392,0.35585343,0.0,1.0,1000,0.05,1028,False,False,5,4,2,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 5, (3, 3)]",train_data_full.npy,0.42636239,0.58226108,0.87905419,0.81530016,0.29545177,0.39025298,0.0,1.0,1000,0.05,1028,False,False,5,3,3,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 5, (1, 2)]",train_data_full.npy,0.37519452,0.78825829,0.76494633,0.78380797,0.47971248,0.46075297,0.0,1.0,1000,0.05,1028,False,False,5,1,2,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 5, (2, 2)]",train_data_full.npy,0.41858934,0.67628623,0.84010651,0.79091481,0.35883029,0.43380859,0.0,1.0,1000,0.05,1028,False,False,5,2,2,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 5, (3, 2)]",train_data_full.npy,0.42784635,0.58369228,0.87835326,0.81508281,0.30054414,0.39252347,0.0,1.0,1000,0.05,1028,False,False,5,3,2,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 5, (2, 3)]",train_data_full.npy,0.41984364,0.67505345,0.84201885,0.79060115,0.35548121,0.43368299,0.0,1.0,1000,0.05,1028,False,False,5,2,3,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 1, (4, 2)]",train_data_full.npy,0.41109326,0.50209754,0.89744996,0.83778472,0.25799497,0.34984015,0.0,0.1,1000,0.05,1028,False,False,1,4,2,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 1, (3, 3)]",train_data_full.npy,0.42720663,0.57742621,0.88242554,0.81589511,0.28319362,0.38679762,0.0,0.1,1000,0.05,1028,False,False,1,3,3,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 1, (1, 2)]",train_data_full.npy,0.37490861,0.78802912,0.76515584,0.78369429,0.474664,0.45960193,0.0,0.1,1000,0.05,1028,False,False,1,1,2,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 1, (2, 2)]",train_data_full.npy,0.42139504,0.66822454,0.84814442,0.7903835,0.33947201,0.43251214,0.0,0.1,1000,0.05,1028,False,False,1,2,2,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 1, (3, 2)]",train_data_full.npy,0.42749009,0.57811943,0.88163699,0.8155653,0.28418899,0.38723122,0.0,0.1,1000,0.05,1028,False,False,1,3,2,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 1, (2, 3)]",train_data_full.npy,0.4231781,0.66800186,0.84997676,0.79127462,0.3363162,0.43110854,0.0,0.1,1000,0.05,1028,False,False,1,2,3,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 3, (4, 2)]",train_data_full.npy,0.41376197,0.50742465,0.89727473,0.83893729,0.25869182,0.3490879,0.0,0.1,1000,0.05,1028,False,False,3,4,2,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 3, (3, 3)]",train_data_full.npy,0.42667827,0.57463736,0.883256,0.81570095,0.28468788,0.38730647,0.0,0.1,1000,0.05,1028,False,False,3,3,3,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 3, (1, 2)]",train_data_full.npy,0.3730408,0.78825033,0.76285875,0.78332455,0.48067739,0.46109602,0.0,0.1,1000,0.05,1028,False,False,3,1,2,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 3, (2, 2)]",train_data_full.npy,0.41916835,0.67687037,0.84226265,0.79215552,0.3540593,0.43233159,0.0,0.1,1000,0.05,1028,False,False,3,2,2,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 3, (3, 2)]",train_data_full.npy,0.42809274,0.58543227,0.87825421,0.81534973,0.29069687,0.38781088,0.0,0.1,1000,0.05,1028,False,False,3,3,2,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 3, (2, 3)]",train_data_full.npy,0.42135631,0.6742835,0.84537877,0.79204245,0.34733477,0.43116538,0.0,0.1,1000,0.05,1028,False,False,3,2,3,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 5, (4, 2)]",train_data_full.npy,0.40947928,0.50667341,0.89607857,0.83824159,0.26787703,0.35267908,0.0,0.1,1000,0.05,1028,False,False,5,4,2,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 5, (3, 3)]",train_data_full.npy,0.42661493,0.58549165,0.87770946,0.8153866,0.29654578,0.38967805,0.0,0.1,1000,0.05,1028,False,False,5,3,3,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 5, (1, 2)]",train_data_full.npy,0.37352467,0.7883111,0.76324351,0.78371285,0.48251601,0.46047263,0.0,0.1,1000,0.05,1028,False,False,5,1,2,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 5, (2, 2)]",train_data_full.npy,0.41634793,0.68046044,0.83740181,0.79197399,0.36465023,0.43401154,0.0,0.1,1000,0.05,1028,False,False,5,2,2,
